Latitude,Month,Year,LANCE,Trawl,N,Length,Sex,PSEUDAN,MAZOCRAES,LECITH,PARAHEM,HYSTER,CONTRAC,ANISAK.,TERRAN,CORYNOS,SCOLEX,Psudophyll,Bothrioceph.,NOTHOBOM
34,4,94,L3,4,47,114,F,0,0,6,0,0,0,0,0,0,1,0,0,0
34,4,94,L3,4,48,118,F,0,0,2,0,0,1,0,0,0,0,0,0,0
34,4,94,L3,4,49,98,F,0,0,4,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,50,86,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,51,115,M,0,0,1,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,52,71,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,53,82,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,54,88,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,55,84,F,0,0,1,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,56,83,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,57,85,F,0,0,3,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,58,90,M,0,0,1,0,0,0,0,0,0,1,0,0,0
34,4,94,L3,4,59,89,M,0,0,1,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,60,83,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,61,84,M,0,0,1,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,62,78,F,0,0,1,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,63,85,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,64,85,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,65,82,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,66,84,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,67,105,M,0,0,3,0,0,1,0,0,0,0,0,0,0
34,4,94,L3,4,68,82,F,0,0,1,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,69,83,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,70,92,F,0,0,2,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,71,88,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,72,88,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,73,95,F,0,0,0,1,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,74,85,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,75,84,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,76,85,M,0,0,1,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,77,77,F,0,0,1,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,78,82,M,0,0,1,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,79,73,F,0,0,2,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,80,85,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,81,83,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,82,78,F,0,0,2,1,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,83,72,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,84,84,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,85,83,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,86,76,F,0,0,2,1,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,87,86,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,88,76,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,89,77,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,90,74,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,91,77,F,0,0,1,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,92,92,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,93,78,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,94,72,F,0,0,0,1,0,0,0,0,0,0,0,0,0
34,4,94,L3,4,95,78,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,2,58,F,0,0,0,1,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,3,86,M,0,0,0,0,0,0,0,0,0,5,0,0,0
34,4,94,L4,5,6,121,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,7,88,F,0,0,1,1,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,8,72,F,0,0,0,0,0,0,0,0,0,1,0,0,0
34,4,94,L4,5,9,117,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,11,122,F,0,0,0,1,0,0,0,0,0,3,0,0,0
34,4,94,L4,5,12,104,F,0,0,0,0,0,0,0,0,0,2,0,0,0
34,4,94,L4,5,13,89,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,15,87,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,16,85,M,0,0,0,0,0,0,0,0,0,1,0,0,0
34,4,94,L4,5,17,99,F,0,0,0,0,0,0,0,0,0,2,0,0,0
34,4,94,L4,5,18,116,M,0,0,0,0,0,1,0,0,0,3,0,0,0
34,4,94,L4,5,19,117,F,0,0,3,2,0,0,0,0,0,2,0,0,0
34,4,94,L4,5,20,94,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,21,86,M,1,0,0,1,0,0,0,0,0,1,0,0,0
34,4,94,L4,5,22,87,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,23,87,M,0,0,0,0,0,0,0,0,0,7,0,0,0
34,4,94,L4,5,24,88,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,25,82,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,27,66,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,28,57,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,29,115,M,0,0,0,0,0,1,0,0,0,0,0,0,0
34,4,94,L4,5,31,85,F,0,0,1,0,0,0,0,0,0,3,0,0,0
34,4,94,L4,5,32,117,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,33,115,M,0,0,1,0,0,0,0,0,0,3,0,0,0
34,4,94,L4,5,34,87,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,35,135,M,0,0,4,0,0,3,0,0,0,0,0,0,0
34,4,94,L4,5,36,114,M,0,0,0,0,0,1,0,0,0,0,0,0,0
34,4,94,L4,5,37,111,M,0,0,1,0,0,0,0,0,0,1,0,0,0
34,4,94,L4,5,38,108,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,39,109,F,0,0,3,0,0,0,0,0,0,4,0,0,0
34,4,94,L4,5,40,88,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,41,115,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,42,115,M,0,0,0,0,0,1,0,0,0,0,0,0,0
34,4,94,L4,5,43,112,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,45,88,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,46,89,F,0,0,2,0,0,0,0,0,0,6,0,0,0
34,4,94,L4,5,47,104,F,0,0,2,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,48,110,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,49,106,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,50,64,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,51,83,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,52,120,M,0,0,0,0,0,1,0,0,0,1,0,0,0
34,4,94,L4,5,53,83,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,54,83,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,55,65,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,56,67,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,57,62,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,58,117,M,0,0,0,0,0,1,0,0,0,0,0,0,0
34,4,94,L4,5,59,113,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,60,87,F,0,0,1,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,61,104,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,62,113,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,66,90,F,0,0,1,0,0,0,0,0,0,4,0,0,0
34,4,94,L4,5,67,88,M,0,0,0,0,0,0,0,0,0,1,0,0,0
34,4,94,L4,5,72,112,F,0,0,0,0,0,1,0,0,0,0,0,0,0
34,4,94,L4,5,73,107,M,0,0,3,0,0,3,0,0,0,0,0,0,0
34,4,94,L4,5,74,110,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,75,96,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,76,87,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,77,52,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,78,90,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,79,113,F,0,0,5,0,0,1,0,0,0,3,0,0,0
34,4,94,L4,5,80,89,F,0,0,0,0,0,0,0,0,0,1,0,0,0
34,4,94,L4,5,81,85,M,0,0,1,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,82,83,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,83,87,M,0,0,1,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,86,90,F,0,0,0,0,0,1,0,0,0,0,0,0,0
34,4,94,L4,5,87,93,M,0,0,1,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,88,90,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,89,86,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,91,83,M,0,0,3,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,92,86,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,93,84,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,94,84,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,95,85,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,96,85,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,97,85,M,0,0,1,0,0,0,0,0,0,1,0,0,0
34,4,94,L4,5,98,87,F,0,0,3,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,99,58,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,103,107,F,0,0,0,0,0,1,0,0,0,1,0,0,0
34,4,94,L4,5,104,108,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,105,88,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,106,82,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,107,83,F,0,0,2,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,108,88,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,109,87,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,110,85,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,111,82,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,112,88,M,0,0,1,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,113,89,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,115,87,M,0,0,1,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,116,86,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,117,85,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,118,79,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,119,90,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,120,87,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,121,93,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,122,80,F,0,0,2,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,123,86,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,124,73,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,125,85,M,0,0,1,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,126,84,F,0,0,2,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,127,83,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,128,82,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,129,76,M,0,0,0,0,0,0,0,0,0,1,0,0,0
34,4,94,L4,5,130,80,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,131,85,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,139,68,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,140,75,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,141,69,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,142,60,M,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,143,60,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,144,62,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,145,63,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,146,58,F,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,94,L4,5,147,60,F,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,1,165,F,0,0,1,0,4,0,0,0,0,0,0,0,0
35,4,94,L8,6,2,158,F,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,3,145,F,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,4,151,F,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,5,134,M,0,0,1,0,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,6,136,F,0,0,0,1,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,7,147,M,0,0,0,0,0,1,0,0,0,0,0,0,0
35,4,94,L8,6,8,123,M,0,0,1,0,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,9,156,M,0,0,3,0,2,4,0,0,0,5,0,0,0
35,4,94,L8,6,10,130,M,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,11,141,M,0,0,1,0,0,1,0,0,0,0,0,0,0
35,4,94,L8,6,12,146,M,0,0,1,0,2,1,0,0,0,1,0,0,0
35,4,94,L8,6,13,139,M,0,0,0,0,1,0,0,0,0,22,0,0,0
35,4,94,L8,6,14,115,F,0,0,0,0,0,0,0,0,0,1,0,0,0
35,4,94,L8,6,15,143,F,0,0,10,0,2,1,0,0,0,0,0,0,0
35,4,94,L8,6,16,148,M,0,0,3,0,3,3,0,0,0,0,0,0,0
35,4,94,L8,6,17,141,F,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,18,145,M,0,0,1,0,0,2,0,0,0,0,0,0,0
35,4,94,L8,6,19,148,F,0,0,0,0,0,0,0,0,0,1,0,0,0
35,4,94,L8,6,20,154,F,0,0,5,0,1,3,0,0,0,3,0,0,0
35,4,94,L8,6,21,151,F,0,0,3,0,7,2,0,0,0,2,0,0,0
35,4,94,L8,6,22,131,M,0,0,1,0,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,23,126,M,0,0,0,1,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,24,149,M,0,0,1,0,2,2,0,0,0,0,0,0,0
35,4,94,L8,6,25,144,M,0,0,8,0,2,0,0,0,0,0,0,0,0
35,4,94,L8,6,26,142,F,0,0,0,0,1,1,0,0,0,0,0,0,0
35,4,94,L8,6,27,136,F,0,0,0,1,0,0,0,0,0,1,0,0,0
35,4,94,L8,6,28,124,F,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,29,142,M,0,0,0,0,1,0,0,0,1,0,0,0,0
35,4,94,L8,6,30,153,M,0,0,2,0,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,31,139,F,0,0,0,1,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,32,138,F,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,33,132,F,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,34,148,F,0,0,13,0,2,3,0,0,0,0,0,0,0
35,4,94,L8,6,35,116,F,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,36,124,M,0,0,1,0,0,0,0,0,0,1,0,0,0
35,4,94,L8,6,37,135,M,0,0,7,0,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,38,136,M,0,0,1,0,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,39,155,F,0,0,2,0,3,3,0,0,0,1,0,0,0
35,4,94,L8,6,40,130,F,0,0,1,0,0,1,0,0,0,3,0,0,0
35,4,94,L8,6,41,145,M,0,0,1,0,3,3,0,0,2,4,0,0,0
35,4,94,L8,6,42,119,F,0,0,2,0,0,0,0,0,0,1,0,0,0
35,4,94,L8,6,43,123,F,0,0,1,0,0,3,0,0,0,3,0,0,0
35,4,94,L8,6,44,143,F,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,45,131,F,0,0,1,0,2,0,0,0,0,0,0,0,0
35,4,94,L8,6,46,125,F,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,47,129,F,0,0,1,1,0,0,0,0,0,2,0,0,0
35,4,94,L8,6,48,112,F,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,49,113,F,0,0,5,0,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,50,119,F,0,0,1,0,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,51,135,F,0,0,1,0,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,52,115,F,0,0,0,0,0,2,0,0,0,0,0,0,0
35,4,94,L8,6,53,95,M,0,0,7,0,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,54,117,M,0,0,0,3,0,2,0,0,0,7,0,0,0
35,4,94,L8,6,55,103,F,0,0,0,1,1,0,0,0,0,2,0,0,0
35,4,94,L8,6,56,122,M,0,0,0,3,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,57,106,F,0,0,0,2,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,58,133,M,0,0,0,1,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,59,125,F,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,60,130,M,0,0,0,2,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,61,118,M,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,62,125,M,0,1,0,1,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,63,106,M,0,0,0,4,0,0,0,0,0,6,0,0,0
35,4,94,L8,6,64,124,F,0,0,0,0,0,1,0,0,0,0,0,0,1
35,4,94,L8,6,65,128,M,0,0,0,1,1,0,0,0,0,0,0,0,0
35,4,94,L8,6,66,108,M,0,0,0,6,0,0,0,0,0,0,0,0,0
35,4,94,L8,6,67,96,M,0,0,0,2,0,0,0,0,0,37,0,0,0
40,7,95,L1,7,1,65,F,0,0,9,0,0,0,0,0,0,48,0,0,0
40,7,95,L1,7,2,64,F,0,0,5,0,0,0,0,0,0,56,0,0,0
40,7,95,L1,7,3,63,M,0,0,0,0,0,1,0,0,0,15,0,0,0
40,7,95,L1,7,4,72,F,0,0,31,0,0,0,0,0,0,45,0,0,0
40,7,95,L1,7,5,71,M,0,0,11,0,0,0,0,0,0,32,0,0,0
40,7,95,L1,7,6,65,M,0,0,9,0,0,0,0,0,0,26,0,0,0
40,7,95,L1,7,7,68,F,0,0,0,0,0,0,0,0,0,1,0,0,0
40,7,95,L1,7,8,68,M,0,0,0,0,0,0,0,0,0,36,0,0,0
40,7,95,L1,7,9,68,F,1,0,6,0,0,2,0,0,0,5,0,0,0
40,7,95,L1,7,10,65,F,0,0,4,0,0,0,0,0,0,9,0,0,0
40,7,95,L1,7,11,64,F,0,0,12,0,0,0,0,0,0,24,0,0,0
40,7,95,L1,7,12,65,F,0,0,13,0,0,0,0,0,0,17,0,0,0
40,7,95,L1,7,13,71,F,0,0,6,0,0,3,0,0,0,13,0,0,0
40,7,95,L1,7,14,66,M,0,0,0,0,0,0,0,0,0,35,0,0,0
40,7,95,L1,7,15,62,F,0,0,1,0,0,1,0,0,0,6,0,0,0
40,7,95,L1,7,16,64,M,0,0,5,0,0,0,0,0,0,46,0,0,0
40,7,95,L1,7,17,65,M,0,0,0,0,0,0,0,0,0,27,0,0,0
40,7,95,L1,7,18,63,F,0,0,1,0,0,0,0,0,0,8,0,0,0
40,7,95,L1,7,19,68,F,2,0,0,0,0,0,0,0,0,34,0,0,0
40,7,95,L1,7,20,70,F,0,0,2,0,0,0,0,0,0,56,0,0,0
40,7,95,L1,7,21,67,F,0,0,0,0,0,0,0,0,0,37,0,0,0
40,7,95,L1,7,22,64,M,0,0,1,0,0,0,0,0,0,13,0,0,0
40,7,95,L1,7,23,68,M,0,0,6,0,0,1,0,0,0,24,0,0,0
40,7,95,L1,7,24,64,F,0,0,0,0,0,0,0,0,0,0,0,0,0
40,7,95,L1,7,25,66,M,0,0,0,0,0,1,0,0,0,15,0,0,0
40,7,95,L1,7,26,62,F,0,0,2,0,0,0,0,0,0,33,0,0,0
40,7,95,L1,7,27,67,F,0,0,6,0,0,0,0,0,0,12,0,0,0
40,7,95,L1,7,28,62,M,0,0,3,0,0,0,0,0,0,0,0,0,0
40,7,95,L1,7,29,63,F,0,0,4,0,0,0,0,0,0,15,0,0,0
40,7,95,L1,7,30,65,F,0,0,0,0,0,0,0,0,0,39,0,0,0
40,7,95,L1,7,31,71,F,0,0,3,0,0,0,0,0,0,8,0,0,0
40,7,95,L1,7,32,61,F,0,0,6,0,0,0,0,0,0,38,0,0,0
40,7,95,L1,7,33,66,F,0,0,0,0,0,0,0,0,0,4,0,0,0
40,7,95,L1,7,34,63,F,0,0,16,0,0,0,0,0,0,12,0,0,0
40,7,95,L1,7,35,63,F,0,0,7,0,0,0,0,0,0,4,0,0,0
40,7,95,L1,7,36,71,F,0,0,3,0,0,3,0,0,0,25,0,0,0
40,7,95,L1,7,37,75,F,0,0,0,0,0,0,0,0,0,19,0,0,0
40,7,95,L1,7,38,72,F,7,0,4,0,0,2,0,0,0,20,0,0,0
40,7,95,L1,7,39,76,M,0,0,0,0,0,0,0,0,0,44,0,0,0
40,7,95,L1,7,40,70,F,0,0,0,0,0,0,0,0,0,3,0,0,0
40,7,95,L1,7,41,74,F,0,0,1,0,0,1,0,0,0,10,0,0,0
40,7,95,L1,7,42,74,M,0,0,1,0,0,0,0,0,0,0,0,0,0
40,7,95,L1,7,43,71,F,0,0,0,0,0,0,0,0,0,18,0,0,0
40,7,95,L1,7,44,70,M,0,0,3,0,0,0,0,0,0,32,0,0,1
40,7,95,L4,8,1,163,M,1,0,1,0,11,4,0,0,0,17,0,0,0
40,7,95,L4,8,2,143,F,0,0,0,0,0,2,0,0,0,10,0,0,0
40,7,95,L4,8,3,147,F,0,0,449,0,8,4,0,0,0,130,0,0,0
40,7,95,L4,8,4,145,M,0,0,0,0,1,2,0,0,0,3,0,0,0
40,7,95,L4,8,5,135,M,0,0,4,0,1,7,0,0,0,28,0,0,0
40,7,95,L4,8,6,154,F,0,0,0,0,14,2,0,0,0,0,0,0,0
40,7,95,L4,8,7,145,M,0,1,24,0,1,2,0,0,0,67,0,0,0
40,7,95,L4,8,8,146,F,2,0,0,0,4,1,0,0,0,12,0,0,0
40,7,95,L4,8,9,150,M,0,0,0,0,0,3,0,0,0,37,0,0,0
40,7,95,L4,8,10,141,F,0,0,0,0,1,6,0,0,0,15,0,0,0
40,7,95,L4,8,11,136,M,0,0,16,0,1,2,0,0,0,52,0,0,0
40,7,95,L4,8,12,157,M,0,0,1,0,16,1,0,0,0,16,0,0,0
40,7,95,L4,8,13,161,F,0,0,3,0,7,5,0,0,0,4,0,0,0
40,7,95,L4,8,14,153,M,0,0,0,0,0,1,0,0,0,26,0,0,0
40,7,95,L4,8,15,151,M,0,0,13,0,5,5,0,0,0,5,0,0,0
40,7,95,L4,8,16,153,F,0,0,0,0,11,1,0,0,0,24,0,0,0
40,7,95,L4,8,17,133,F,0,0,1,0,0,2,0,0,0,6,0,0,0
40,7,95,L4,8,18,148,F,0,0,4,1,0,2,0,0,0,0,0,0,0
40,7,95,L4,8,19,137,F,0,0,0,0,0,1,0,0,0,21,0,0,0
40,7,95,L4,8,20,149,F,0,0,0,0,3,3,0,0,0,2,0,0,0
40,7,95,L4,8,21,162,M,0,0,0,0,14,3,0,0,0,31,0,0,0
40,7,95,L4,8,22,128,F,0,0,0,0,3,1,0,0,0,7,0,0,0
40,7,95,L4,8,23,120,M,0,0,6,0,0,2,0,0,0,32,0,0,0
40,7,95,L4,8,24,155,M,0,0,0,0,8,3,1,0,0,23,0,0,0
40,7,95,L4,8,25,154,M,0,0,2,0,32,1,0,0,0,25,0,0,0
40,7,95,L4,8,26,145,F,1,1,3,0,8,2,0,0,0,3,0,0,0
40,7,95,L4,8,27,135,F,0,0,22,0,1,2,0,0,0,40,0,0,0
40,7,95,L4,8,28,156,M,0,0,1,0,9,0,0,0,0,1,0,0,0
40,7,95,L4,8,29,124,M,0,0,12,0,0,1,0,0,0,29,0,0,0
40,7,95,L4,8,30,131,F,0,0,7,0,0,2,0,0,0,26,0,0,0
40,7,95,L4,8,31,134,M,1,0,6,0,0,0,0,0,0,16,0,0,0
40,7,95,L4,8,32,137,M,3,0,3,0,2,2,0,0,0,49,0,0,0
40,7,95,L4,8,33,145,M,0,0,0,0,8,1,0,0,0,4,0,0,0
40,7,95,L4,8,34,147,M,0,0,96,0,3,3,0,0,0,17,0,0,0
40,7,95,L4,8,35,137,F,0,0,5,0,1,5,0,0,0,19,0,0,0
40,7,95,L4,8,36,132,M,0,0,0,0,0,2,0,0,0,24,0,0,1
40,7,95,L4,8,37,144,F,0,0,0,0,0,2,0,0,0,37,0,0,0
40,7,95,L4,8,38,76,M,0,0,0,0,0,0,0,0,0,57,0,0,0
40,7,95,L4,8,39,79,F,0,0,13,0,0,0,0,0,0,1,0,0,0
40,7,95,L4,8,40,82,F,4,0,6,0,0,1,0,0,0,0,0,0,0
40,7,95,L4,8,41,132,M,0,0,0,0,1,4,0,0,0,18,0,0,0
40,7,95,L4,8,42,137,M,0,0,7,0,0,2,0,0,0,4,0,0,0
40,7,95,L4,8,43,149,F,0,0,28,0,0,4,0,0,0,3,0,0,0
40,7,95,L4,8,44,138,M,0,0,7,0,0,0,0,0,0,16,0,0,0
